xml_path,image_path,status,iou,gt_text,pred_text,det_conf,text_conf,cer,exact
data_prepared/indian_lp\07f6d77a-652e-4885-8520-6d405d2f712f___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_840539077_1_1080x720_nissan-terrano-xl-d-thp-110-ps-2016-diesel-.xml,data_prepared/indian_lp\07f6d77a-652e-4885-8520-6d405d2f712f___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_840539077_1_1080x720_nissan-terrano-xl-d-thp-110-ps-2016-diesel-.jpg,matched,0.6833784064905346,UP50AS4535,UP50AS4535,0.8196597099304199,0.9470227181911468,0.0,1
data_prepared/indian_lp\0850c175-0b8d-47f2-801c-e29f1dbdb367___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_571.xml,data_prepared/indian_lp\0850c175-0b8d-47f2-801c-e29f1dbdb367___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_571.jpg,matched,0.6974982381959126,RJ27TC0530,RJ27TC030,0.827031135559082,0.8034034371376038,0.1,0
data_prepared/indian_lp\092c497e-623d-499d-822a-4b01c657389b___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_nissan-terrano-rear-left-rim.xml,data_prepared/indian_lp\092c497e-623d-499d-822a-4b01c657389b___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_nissan-terrano-rear-left-rim.jpg,matched,0.6181333333333333,KL63C8800,KL63C8800,0.8386279940605164,0.9340982900725471,0.0,1
data_prepared/indian_lp\0a0d1748-48cd-4114-90cb-b5baf0b3cbe4___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_147274518_15141875973_large.xml,data_prepared/indian_lp\0a0d1748-48cd-4114-90cb-b5baf0b3cbe4___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_147274518_15141875973_large.jpg,matched,0.6170798898071626,MH46X9996,MH46X9996,0.8581497073173523,0.9971907205051846,0.0,1
data_prepared/indian_lp\0a720df9-e4ef-4e44-8c13-b39b9be8444d___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_Nissan-Terrano-6.xml,data_prepared/indian_lp\0a720df9-e4ef-4e44-8c13-b39b9be8444d___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_Nissan-Terrano-6.jpg,matched,0.6225974025974026,TN21AT0480,TN21AT480,0.8370293974876404,0.9720658196343316,0.1,0
data_prepared/indian_lp\0b24d6ed-d32f-420d-bc18-03deece29073___2015-Maruti-Ciaz-Test-Drive-Review.jpg.xml,data_prepared/indian_lp\0b24d6ed-d32f-420d-bc18-03deece29073___2015-Maruti-Ciaz-Test-Drive-Review.jpg.jpeg,matched,0.6337653115568969,HR26CK8571,HR26CK8571,0.8499827980995178,0.983777004480362,0.0,1
data_prepared/indian_lp\0b77e2a4-34db-486c-8d87-46186f5b7b88___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_nissan-terrano-diesel-review-motorzest-04.xml,data_prepared/indian_lp\0b77e2a4-34db-486c-8d87-46186f5b7b88___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_nissan-terrano-diesel-review-motorzest-04.jpg,matched,0.7892107892107892,TN21AT0479,TN21AT0479,0.810230553150177,0.9983810067176819,0.0,1
data_prepared/indian_lp\0c9ebe94-827d-4c74-9950-6816e70d1bab___IMG_8883.jpg.xml,data_prepared/indian_lp\0c9ebe94-827d-4c74-9950-6816e70d1bab___IMG_8883.jpg.jpeg,matched,0.6443081117927744,MH20BY3665,MH20BY3665,0.8757115006446838,0.990196430683136,0.0,1
data_prepared/indian_lp\10c96324-3452-43e2-aa68-c8ae7d3c1b6e___844874771_1_1080x720_maruti-suzuki-wagon-r-vxi-bs-iii-2014-petrol-.jpg.xml,data_prepared/indian_lp\10c96324-3452-43e2-aa68-c8ae7d3c1b6e___844874771_1_1080x720_maruti-suzuki-wagon-r-vxi-bs-iii-2014-petrol-.jpg.jpeg,matched,0.5889332326609859,TN52U1580,TN52U1580,0.868896484375,0.9878672957420349,0.0,1
data_prepared/indian_lp\11186c4c-5f17-49b1-af37-a138a1e53794___12837944763_e7c6c6381a_z.jpg.xml,data_prepared/indian_lp\11186c4c-5f17-49b1-af37-a138a1e53794___12837944763_e7c6c6381a_z.jpg.jpeg,matched,0.5494791666666666,MH20CS1941,MH20CS1941,0.8659813404083252,0.9972571849822998,0.0,1
data_prepared/indian_lp\11832b13-d514-4f1d-967c-d00e76d21e9b___Yellow-Number-Plate-With-Black-Lettering.jpg.xml,data_prepared/indian_lp\11832b13-d514-4f1d-967c-d00e76d21e9b___Yellow-Number-Plate-With-Black-Lettering.jpg.jpeg,matched,0.6570332831119025,TN59AQ1515,TN59AQ1515,0.8468588590621948,0.9706579148769379,0.0,1
data_prepared/indian_lp\125b5cda-9691-47aa-8e57-f6d8a8537d83___fancy_number_plates_in_india.jpg.xml,data_prepared/indian_lp\125b5cda-9691-47aa-8e57-f6d8a8537d83___fancy_number_plates_in_india.jpg.jpeg,matched,0.6523087379465613,TN66U8215,TN66U8215,0.8869081735610962,0.9666736788219876,0.0,1
data_prepared/indian_lp\12e26859-89e0-4c9b-9c59-ee793337464f___20.jpg.xml,data_prepared/indian_lp\12e26859-89e0-4c9b-9c59-ee793337464f___20.jpg.jpeg,gt_missed,0.0,HR26BR9044,,0.0,0.0,1.0,0
data_prepared/indian_lp\12e26859-89e0-4c9b-9c59-ee793337464f___20.jpg.xml,data_prepared/indian_lp\12e26859-89e0-4c9b-9c59-ee793337464f___20.jpg.jpeg,pred_unmatched,0.0,,HR26BR9044,0.842860758304596,0.9718839049339294,,0
data_prepared/indian_lp\13ffaad4-a186-46bd-ae5d-924d1c8d7c50___maruti-suzuki-Baleno-RS-pics-48.jpg.xml,data_prepared/indian_lp\13ffaad4-a186-46bd-ae5d-924d1c8d7c50___maruti-suzuki-Baleno-RS-pics-48.jpg.jpeg,matched,0.5989110707803993,HR26DA5443,H26D84,0.8264998197555542,0.6424508839845657,0.5,0
data_prepared/indian_lp\1438b735-2d21-4879-8ed4-e5fa086e70c8___Maruti-Suzuki-Swift-Dzire-1.jpg.xml,data_prepared/indian_lp\1438b735-2d21-4879-8ed4-e5fa086e70c8___Maruti-Suzuki-Swift-Dzire-1.jpg.jpeg,matched,0.5711835334476844,HR26BP3543,HR26BP3543,0.8608284592628479,0.9836181342601776,0.0,1
data_prepared/indian_lp\15e7c19f-da3c-4f0d-91f3-552afabc8961___41FxrEl7jHL.jpg.xml,data_prepared/indian_lp\15e7c19f-da3c-4f0d-91f3-552afabc8961___41FxrEl7jHL.jpg.jpeg,matched,0.6960049937578028,DL10CG4693,DL10CG4693,0.8867179155349731,0.9647319912910461,0.0,1
data_prepared/indian_lp\165eaa92-8e90-44e6-b132-8af462bae0c9___scorpio-rear.JPG.xml,data_prepared/indian_lp\165eaa92-8e90-44e6-b132-8af462bae0c9___scorpio-rear.JPG.jpeg,matched,0.6349640780020527,KA01MA6989,KA05B1,0.7208936214447021,0.4854060808817546,0.7,0
data_prepared/indian_lp\165eaa92-8e90-44e6-b132-8af462bae0c9___scorpio-rear.JPG.xml,data_prepared/indian_lp\165eaa92-8e90-44e6-b132-8af462bae0c9___scorpio-rear.JPG.jpeg,pred_unmatched,0.0,,HTR,0.7719688415527344,0.31789684295654297,,0
data_prepared/indian_lp\175ff546-0679-4cbb-ab03-acfcd96877b7___Maruti_Wagon_R_Rear.jpg.xml,data_prepared/indian_lp\175ff546-0679-4cbb-ab03-acfcd96877b7___Maruti_Wagon_R_Rear.jpg.jpeg,matched,0.6317204301075269,MH06AW8929,MH06AW8929,0.8552790880203247,0.9973865032196045,0.0,1
data_prepared/indian_lp\18d2b870-7817-46da-a59a-6406c1b472c9___1033.xml,data_prepared/indian_lp\18d2b870-7817-46da-a59a-6406c1b472c9___1033.png,matched,0.6501831501831502,KA51MJ8156,KA51MJ8156,0.8281102180480957,0.9703073620796203,0.0,1
data_prepared/indian_lp\18f2e55e-0724-4eee-a28e-5d552a5aa045___20455d0e2dca458f13fbf4da5a2dc118.jpg - Copy.xml,data_prepared/indian_lp\18f2e55e-0724-4eee-a28e-5d552a5aa045___20455d0e2dca458f13fbf4da5a2dc118.jpg - Copy.jpeg,matched,0.5891049240681087,HP896786,HP6786,0.8380664587020874,0.3739682659506798,0.25,0
data_prepared/indian_lp\18f2e55e-0724-4eee-a28e-5d552a5aa045___20455d0e2dca458f13fbf4da5a2dc118.jpg.xml,data_prepared/indian_lp\18f2e55e-0724-4eee-a28e-5d552a5aa045___20455d0e2dca458f13fbf4da5a2dc118.jpg.jpeg,matched,0.629490291262136,HP896786,H017C3,0.8115603923797607,0.3907659302155177,0.75,0
data_prepared/indian_lp\1a0da3dc-6667-4092-bc2a-a541a06f1e90___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_Nissan-Terrano9.xml,data_prepared/indian_lp\1a0da3dc-6667-4092-bc2a-a541a06f1e90___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_Nissan-Terrano9.jpg,matched,0.6405052264808362,KA04MN3622,KA04MN3622,0.8333214521408081,0.8985733211040496,0.0,1
data_prepared/indian_lp\1e7151e6-8626-4fb2-b7e8-0fb6a8fde713___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_a19be5870f8f2593c994c465a691477e_555X416_1.xml,data_prepared/indian_lp\1e7151e6-8626-4fb2-b7e8-0fb6a8fde713___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_a19be5870f8f2593c994c465a691477e_555X416_1.jpg,matched,0.776984126984127,RJ27TC0530,RJ27TC0530,0.8304296731948853,0.8787568300962448,0.0,1
data_prepared/indian_lp\1f0a7fe8-ac9b-4b54-9d55-e11f34f9f98b___9f6521b2ddb7b8e40ffd510966ffcca3.jpg.xml,data_prepared/indian_lp\1f0a7fe8-ac9b-4b54-9d55-e11f34f9f98b___9f6521b2ddb7b8e40ffd510966ffcca3.jpg.jpeg,matched,0.6754020250148898,KA42TC131011,KA2TC03,0.8103914856910706,0.5864370848451342,0.5,0
data_prepared/indian_lp\206c95ff-83b8-4273-b105-6637bf9a3038___numerix-number-plates-thodupuzha-idukki-number-plate-dealers-1lhwiga.jpg.xml,data_prepared/indian_lp\206c95ff-83b8-4273-b105-6637bf9a3038___numerix-number-plates-thodupuzha-idukki-number-plate-dealers-1lhwiga.jpg.jpeg,matched,0.6894612697032636,KL38F5008,KL28,0.9146150946617126,0.4645478278398514,0.6666666666666666,0
data_prepared/indian_lp\20dd73fd-9e05-4bdc-b380-d8148b194ae7___Maruti-Swift-Number-Plates-Design.jpg.xml,data_prepared/indian_lp\20dd73fd-9e05-4bdc-b380-d8148b194ae7___Maruti-Swift-Number-Plates-Design.jpg.jpeg,matched,0.6509271018542037,KL10AV6342,KL10AV6342,0.8482738137245178,0.9418427586555481,0.0,1
data_prepared/indian_lp\2153dfcb-5968-4bfc-86ba-7ee8ec2d25b1___163231d1425035435-skoda-rapid-tdi-remapped-code-6-tuning-ind-front.jpg.xml,data_prepared/indian_lp\2153dfcb-5968-4bfc-86ba-7ee8ec2d25b1___163231d1425035435-skoda-rapid-tdi-remapped-code-6-tuning-ind-front.jpg.jpeg,matched,0.7093596059113301,TN07BV5200,TN07BV5200,0.8531988263130188,0.9975682139396668,0.0,1
data_prepared/indian_lp\21cc678a-b9c5-4bbb-ace0-9e096e799632___unnamed-300x225.jpg - Copy.xml,data_prepared/indian_lp\21cc678a-b9c5-4bbb-ace0-9e096e799632___unnamed-300x225.jpg - Copy.jpeg,matched,0.6337777777777778,DL758Y1790,L79Y1,0.8064243793487549,0.446679824590683,0.6,0
data_prepared/indian_lp\21cc678a-b9c5-4bbb-ace0-9e096e799632___unnamed-300x225.jpg.xml,data_prepared/indian_lp\21cc678a-b9c5-4bbb-ace0-9e096e799632___unnamed-300x225.jpg.jpeg,matched,0.7360574268360022,DL13S0155,DL13S55,0.8540269732475281,0.5839828976563045,0.2222222222222222,0
data_prepared/indian_lp\22dc6b5f-ff5d-4bb4-beb2-0f5fd9e75787___i10_Latest_Acrylic_Number_Plate.jpg.xml,data_prepared/indian_lp\22dc6b5f-ff5d-4bb4-beb2-0f5fd9e75787___i10_Latest_Acrylic_Number_Plate.jpg.jpeg,matched,0.6685752036996256,KL09AL9405,KL09AL9405,0.8585789203643799,0.9519837915897369,0.0,1
data_prepared/indian_lp\2302b12c-3d74-4d6c-b376-ba8ab308a8c3___big_215451_1320738450.jpg.xml,data_prepared/indian_lp\2302b12c-3d74-4d6c-b376-ba8ab308a8c3___big_215451_1320738450.jpg.jpeg,matched,0.6606039807824297,MH20BY4465,MH20BY4465,0.8487474918365479,0.9979970753192902,0.0,1
data_prepared/indian_lp\23d775eb-842f-4f57-ad7a-affafa21660a___215453-new-2016-maruti-ertiga-granite-grey-zdi-shvs-highway-champion-img_8168.jpg.xml,data_prepared/indian_lp\23d775eb-842f-4f57-ad7a-affafa21660a___215453-new-2016-maruti-ertiga-granite-grey-zdi-shvs-highway-champion-img_8168.jpg.jpeg,matched,0.8581738173817381,TN37CR4019,TN37CR4019,0.8581783771514893,0.9944646775722503,0.0,1
data_prepared/indian_lp\2424211e-e6ba-4478-8ed1-6a04e25499c7___main-qimg-7673aeac86d0ef987deb837552c5dd4c-1.xml,data_prepared/indian_lp\2424211e-e6ba-4478-8ed1-6a04e25499c7___main-qimg-7673aeac86d0ef987deb837552c5dd4c-1.png,matched,0.8199046622485757,KA03AB3380,KA0AB880,0.8308589458465576,0.6373308151960373,0.3,0
data_prepared/indian_lp\2430703d-0fb3-4eb2-9765-4f9301f232cd___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_Terrano-Duster-Rear-Comparison - Copy.xml,data_prepared/indian_lp\2430703d-0fb3-4eb2-9765-4f9301f232cd___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_Terrano-Duster-Rear-Comparison - Copy.jpg,matched,0.6322439673190196,TN19H3322,TN19H3322,0.8539057374000549,0.9054341084427304,0.0,1
data_prepared/indian_lp\2430703d-0fb3-4eb2-9765-4f9301f232cd___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_Terrano-Duster-Rear-Comparison.xml,data_prepared/indian_lp\2430703d-0fb3-4eb2-9765-4f9301f232cd___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_Terrano-Duster-Rear-Comparison.jpg,matched,0.7592816787732042,TERRANO,TERRANO,0.792404055595398,0.9006824323109218,0.0,1
data_prepared/indian_lp\254b647f-4cb3-46c3-a206-4e70041f4c78___speedex-number-plates-nandanam-chennai-car-number-plate-dealers-33nu2i6.jpg.xml,data_prepared/indian_lp\254b647f-4cb3-46c3-a206-4e70041f4c78___speedex-number-plates-nandanam-chennai-car-number-plate-dealers-33nu2i6.jpg.jpeg,matched,0.5254308532997057,TN45BA1065,TN45BA1065,0.8703451752662659,0.999313622713089,0.0,1
data_prepared/indian_lp\266d82c7-1b64-44cd-b77c-c08d98175390___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_5c752daa8d168dec865fe0462bf2c0bb_large.xml,data_prepared/indian_lp\266d82c7-1b64-44cd-b77c-c08d98175390___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_5c752daa8d168dec865fe0462bf2c0bb_large.jpg,matched,0.6097741577193632,MH21V9926,MH21V9926,0.830781102180481,0.9986392325825162,0.0,1
data_prepared/indian_lp\26cfb3dd-3731-4fd0-a6c2-c44e3ce7498a___used_cars_in_keralaused_bikes_in_keralaautomotive_news7.jpg.xml,data_prepared/indian_lp\26cfb3dd-3731-4fd0-a6c2-c44e3ce7498a___used_cars_in_keralaused_bikes_in_keralaautomotive_news7.jpg.jpeg,matched,0.6466507177033493,KL20K7561,KL20K7561,0.8536704182624817,0.9404315484894646,0.0,1
data_prepared/indian_lp\26d2b905-4055-41fe-a933-47db0e8a0a7f___37cba8c3f681f0cb5694f16a4c54aa7b.jpg.xml,data_prepared/indian_lp\26d2b905-4055-41fe-a933-47db0e8a0a7f___37cba8c3f681f0cb5694f16a4c54aa7b.jpg.jpeg,matched,0.6322484100261878,HR26CF5868,HR23CF588,0.8279834389686584,0.7218723562028673,0.2,0
data_prepared/indian_lp\27a88c24-0bf2-48b0-98a8-fa396e951045___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_7T4G0491-e1376988169395-1024x577.xml,data_prepared/indian_lp\27a88c24-0bf2-48b0-98a8-fa396e951045___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_7T4G0491-e1376988169395-1024x577.jpg,matched,0.6442121564072784,TN21TC611,TN27TC3,0.8232277035713196,0.5771828378949847,0.4444444444444444,0
data_prepared/indian_lp\27bfd7b7-6e0c-454c-b9f3-7a44d36edb9c___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_nissan-terrano-rear-right-side-angle-view.xml,data_prepared/indian_lp\27bfd7b7-6e0c-454c-b9f3-7a44d36edb9c___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_nissan-terrano-rear-right-side-angle-view.jpg,matched,0.7412891986062717,DL6CM6683,DL6CM6683,0.833858072757721,0.9185081322987875,0.0,1
data_prepared/indian_lp\28574c06-ac11-422e-864f-a51b726bb9ba___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_hqdefault0.xml,data_prepared/indian_lp\28574c06-ac11-422e-864f-a51b726bb9ba___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_hqdefault0.jpg,matched,0.5915966386554622,RJ27TC0530,RJ27TC053,0.8402079939842224,0.9466590417755975,0.1,0
data_prepared/indian_lp\28fc10e3-681b-4086-9c15-28934ae86f7e___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_nissan-terrano-amt_827x510_71478504527.xml,data_prepared/indian_lp\28fc10e3-681b-4086-9c15-28934ae86f7e___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_nissan-terrano-amt_827x510_71478504527.jpg,matched,0.7215189873417721,DL14CTC0153,DL4CC053,0.7642661929130554,0.8092985861003399,0.2727272727272727,0
data_prepared/indian_lp\2adfb5e7-e70a-4749-b5fa-8c233c0d47d9___new_1572920d1478091901-your-favourite-number-plate-font-jetta-german-font.jpg.xml,data_prepared/indian_lp\2adfb5e7-e70a-4749-b5fa-8c233c0d47d9___new_1572920d1478091901-your-favourite-number-plate-font-jetta-german-font.jpg.jpeg,matched,0.7036316472114138,MH14EU3498,MH14EU3498,0.8943806290626526,0.9671425580978393,0.0,1
data_prepared/indian_lp\2c9306ab-3454-4ca0-89fd-db3f51dabcef___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_Nissan-Terrano-front-three-quarters-on-plain-ground.xml,data_prepared/indian_lp\2c9306ab-3454-4ca0-89fd-db3f51dabcef___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_Nissan-Terrano-front-three-quarters-on-plain-ground.jpg,matched,0.7210084033613445,RJ27TC0530,RJ7TC0530,0.8514366149902344,0.7882298893398709,0.1,0
data_prepared/indian_lp\2e23964b-ce59-4bcf-8c35-98f3a096a748___design-ind-number-plates-vijayanagar-bangalore-number-plate-dealers-2etqybj.jpg.xml,data_prepared/indian_lp\2e23964b-ce59-4bcf-8c35-98f3a096a748___design-ind-number-plates-vijayanagar-bangalore-number-plate-dealers-2etqybj.jpg.jpeg,matched,0.7900158730158731,KA05HS4495,KA05H2499,0.9172960519790649,0.579056496421496,0.3,0
data_prepared/indian_lp\2fbe224b-e775-4c74-b975-fd66d2397ef6___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_Nissan-Terrano.xml,data_prepared/indian_lp\2fbe224b-e775-4c74-b975-fd66d2397ef6___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_Nissan-Terrano.jpg,matched,0.6182544970019986,RJ27TC0530,RJ27TC0530,0.7870819568634033,0.7789253145456314,0.0,1
data_prepared/indian_lp\304b14b8-dc3c-41cb-94b6-635864e2e964___number-plate-protector-car-safeplate-250x250.jpg.xml,data_prepared/indian_lp\304b14b8-dc3c-41cb-94b6-635864e2e964___number-plate-protector-car-safeplate-250x250.jpg.jpeg,matched,0.7307368421052631,GJ07BR1336,G0BR133,0.8315044641494751,0.7059100866317749,0.3,0
data_prepared/indian_lp\31847e78-6696-4dc2-be08-cb37d512c576___2010_Maruti_WagonR_Review.jpg.xml,data_prepared/indian_lp\31847e78-6696-4dc2-be08-cb37d512c576___2010_Maruti_WagonR_Review.jpg.jpeg,matched,0.656607527773172,MH06AW8929,MH06AW8929,0.8470549583435059,0.9823337435722351,0.0,1
data_prepared/indian_lp\319f51dc-9db2-4977-a43d-09561cdd54ab___1415806d1442489743t-raging-red-rover-r3-my-mahindra-scorpio-s10-4x4-nudge-guard.jpg.xml,data_prepared/indian_lp\319f51dc-9db2-4977-a43d-09561cdd54ab___1415806d1442489743t-raging-red-rover-r3-my-mahindra-scorpio-s10-4x4-nudge-guard.jpg.jpeg,matched,0.6575382803297998,DL12CG6648,DL12CG6648,0.7612541317939758,0.9714631557464599,0.0,1
data_prepared/indian_lp\319f51dc-9db2-4977-a43d-09561cdd54ab___1415806d1442489743t-raging-red-rover-r3-my-mahindra-scorpio-s10-4x4-nudge-guard.jpg.xml,data_prepared/indian_lp\319f51dc-9db2-4977-a43d-09561cdd54ab___1415806d1442489743t-raging-red-rover-r3-my-mahindra-scorpio-s10-4x4-nudge-guard.jpg.jpeg,pred_unmatched,0.0,,UDRVTSA,0.5983785390853882,0.7184122119631086,,0
data_prepared/indian_lp\346a6946-ae0a-4b3f-b094-d971124b2064___banner_3.xml,data_prepared/indian_lp\346a6946-ae0a-4b3f-b094-d971124b2064___banner_3.png,matched,0.6392484820712567,DL6CAB123X,DL6CAB123X,0.8795158267021179,0.9877231657505036,0.0,1
data_prepared/indian_lp\347c849b-6cfa-4edb-af1f-b29bdad25c4d___new_New-Volkswagen-Polo.jpg.xml,data_prepared/indian_lp\347c849b-6cfa-4edb-af1f-b29bdad25c4d___new_New-Volkswagen-Polo.jpg.jpeg,matched,0.5569782330345711,W0BNP300,WOB6NP300,0.8715578317642212,0.7712801032596164,0.25,0
data_prepared/indian_lp\3515f71d-cdd6-4050-ae68-7b7afd4c0a11___8.xml,data_prepared/indian_lp\3515f71d-cdd6-4050-ae68-7b7afd4c0a11___8.jpeg,matched,0.618616282300639,KL06H5834,KL06H5834,0.7840569615364075,0.8022292653719584,0.0,1
data_prepared/indian_lp\351a22eb-bf0a-44d6-8b6d-5ffca753c261___bike-number-plate-500x500.jpg.xml,data_prepared/indian_lp\351a22eb-bf0a-44d6-8b6d-5ffca753c261___bike-number-plate-500x500.jpg.jpeg,matched,0.7200235109717869,MH20EU9991,MH02C995,0.8719473481178284,0.5463476721197367,0.5,0
data_prepared/indian_lp\369ccb4b-88fe-4e97-91c1-3838da2b7563___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_Honda-Jazz-Number-Plates-Designs.xml,data_prepared/indian_lp\369ccb4b-88fe-4e97-91c1-3838da2b7563___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_Honda-Jazz-Number-Plates-Designs.jpg,matched,0.7313746065057712,TN42R2697,L02S,0.8266096711158752,0.31055303663015366,0.8888888888888888,0
data_prepared/indian_lp\377b225b-e978-4e7c-8e5e-f10d8effc336___Maruti-Suzuki-Ignis-Rear-view-94486.jpg.xml,data_prepared/indian_lp\377b225b-e978-4e7c-8e5e-f10d8effc336___Maruti-Suzuki-Ignis-Rear-view-94486.jpg.jpeg,matched,0.5882307213930348,HR26DA0471,HR26DA0471,0.8672433495521545,0.9992584943771362,0.0,1
